sentimento;palabra
positivo;santo
sorpresa;santo
confianza;santo
anticipacion;salario
alegria;salario
positivo;salario
confianza;salario
positivo;saliente
anticipacion;saliva
sorpresa;salida
enfado;salón
alegria;saludable
positivo;saludable
confianza;saludable
alegria;saludo
positivo;saludo
anticipacion;salvación
alegria;salvación
positivo;salvación
confianza;salvación
positivo;ungüento
miedo;samurai
positivo;samurai
alegria;santificación
positivo;santificación
confianza;santificación
anticipacion;santificar
alegria;santificar
positivo;santificar
tristeza;santificar
sorpresa;santificar
confianza;santificar
anticipacion;santuario
alegria;santuario
positivo;santuario
confianza;santuario
positivo;optimista
positivo;sanitario
negativo;savia
tristeza;savia
confianza;lleno de savia
enfado;sarcasmo
desagrado;sarcasmo
negativo;sarcasmo
tristeza;sarcasmo
miedo;sarcoma
negativo;sarcoma
tristeza;sarcoma
negativo;sardónico
enfado;satánico
negativo;satánico
positivo;satín
positivo;satisfactoriamente
alegria;satisfecho
positivo;satisfecho
desagrado;saturado
negativo;saturado
enfado;salvaje
miedo;salvaje
negativo;salvaje
enfado;salvajismo
miedo;salvajismo
negativo;salvajismo
alegria;salvar
positivo;salvar
confianza;salvar
positivo;ahorros
anticipacion;saborear
desagrado;saborear
alegria;saborear
positivo;saborear
tristeza;saborear
confianza;saborear
positivo;sabroso
positivo;comprensión
negativo;costra
miedo;andamio
negativo;andamio
miedo;bisturí
negativo;bisturí
negativo;escamoso
miedo;escándalo
negativo;escándalo
enfado;escandaloso
negativo;escandaloso
negativo;escaso
enfado;chivo expiatorio
miedo;chivo expiatorio
negativo;chivo expiatorio
enfado;cicatriz
desagrado;cicatriz
miedo;cicatriz
negativo;cicatriz
tristeza;cicatriz
miedo;escaso
negativo;escaso
tristeza;escaso
negativo;apenas
tristeza;apenas
enfado;escasez
miedo;escasez
negativo;escasez
tristeza;escasez
enfado;susto
anticipacion;susto
miedo;susto
negativo;susto
sorpresa;susto
miedo;espantapájaros
negativo;espantapájaros
positivo;espantapájaros
negativo;carroñero
confianza;escéptico
negativo;esquema
enfado;cisma
negativo;cisma
enfado;esquizofrenia
desagrado;esquizofrenia
miedo;esquizofrenia
negativo;esquizofrenia
tristeza;esquizofrenia
positivo;erudito
alegria;beca
positivo;beca
confianza;colegio
negativo;ciática
positivo;científico
confianza;científico
anticipacion;científico
positivo;científico
confianza;científico
positivo;chispa
enfado;burla
desagrado;burla
negativo;burla
enfado;regaño
desagrado;regaño
miedo;regaño
negativo;regaño
tristeza;regaño
enfado;regaño
negativo;regaño
enfado;abrasador
negativo;abrasador
anticipacion;Puntuación
alegria;Puntuación
positivo;Puntuación
sorpresa;Puntuación
enfado;desdén
negativo;desdén
enfado;escorpión
desagrado;escorpión
miedo;escorpión
negativo;escorpión
sorpresa;escorpión
negativo;escocés
enfado;sinvergüenza
desagrado;sinvergüenza
miedo;sinvergüenza
negativo;sinvergüenza
confianza;sinvergüenza
enfado;azotar
miedo;azotar
negativo;azotar
tristeza;azotar
negativo;pelea
enfado;scrapie
miedo;scrapie
negativo;scrapie
tristeza;scrapie
enfado;gritar
desagrado;gritar
miedo;gritar
negativo;gritar
sorpresa;gritar
enfado;gritando
desagrado;gritando
miedo;gritando
negativo;gritando
miedo;chillido
negativo;chillido
sorpresa;chillido
enfado;atornillado
negativo;atornillado
positivo;escriba
negativo;pelea
sorpresa;pelea
positivo;guión
confianza;Sagrada Escritura
desagrado;fregar
negativo;fregar
positivo;de chuparse los dedos
anticipacion;escudriñar
negativo;escudriñar
negativo;escrutinio
positivo;escultura
desagrado;escoria
negativo;escoria
positivo;mar
positivo;sello
confianza;sello
confianza;focas
negativo;marchito
positivo;sazonado
negativo;secesión
negativo;aislado
tristeza;aislado
miedo;reclusión
negativo;reclusión
positivo;reclusión
negativo;segunda mano
sorpresa;secreto
confianza;secreto
confianza;secreto
positivo;secretaría
desagrado;secretar
desagrado;secreción
negativo;secreción
negativo;reservado
enfado;sectario
miedo;sectario
negativo;sectario
anticipacion;secular
confianza;valores
enfado;sedición
negativo;sedición
tristeza;sedición
negativo;seducir
negativo;seducción
anticipacion;seductor
anticipacion;buscar
enfado;segregar
desagrado;segregar
negativo;segregar
tristeza;segregar
negativo;aislado
miedo;confiscar
negativo;confiscar
miedo;incautación
enfado;egoísta
desagrado;egoísta
negativo;egoísta
negativo;egoísmo
confianza;senado
miedo;senil
negativo;senil
tristeza;senil
positivo;antigüedad
confianza;antigüedad
alegria;sensacional
positivo;sensacional
positivo;sentido
enfado;sin sentido
desagrado;sin sentido
miedo;sin sentido
negativo;sin sentido
tristeza;sin sentido
sorpresa;sin sentido
positivo;sensibilidad
positivo;sesudamente
anticipacion;sensual
alegria;sensual
negativo;sensual
positivo;sensual
sorpresa;sensual
confianza;sensual
anticipacion;sensualidad
alegria;sensualidad
positivo;sensualidad
alegria;sensual
positivo;sensual
enfado;frase
anticipacion;frase
desagrado;frase
miedo;frase
negativo;frase
tristeza;frase
positivo;sentimental
positivo;sentimentalismo
positivo;centinela
confianza;centinela
confianza;centinela
enfado;separatista
desagrado;separatista
negativo;separatista
miedo;septicemia
negativo;septicemia
tristeza;septicemia
desagrado;séptico
negativo;séptico
anticipacion;continuación
negativo;secuestro
tristeza;secuestro
negativo;sereno
confianza;sereno
anticipacion;serenidad
alegria;serenidad
positivo;serenidad
confianza;serenidad
anticipacion;de serie
confianza;serie
miedo;gravedad
tristeza;gravedad
positivo;sermón
confianza;sermón
desagrado;serpiente
miedo;serpiente
negativo;serpiente
positivo;suero
negativo;servidor
confianza;servidor
negativo;servir
confianza;servir
desagrado;servil
miedo;servil
negativo;servil
tristeza;servil
negativo;servidumbre
negativo;retrasar
tristeza;retrasar
miedo;colono
positivo;colono
negativo;cortar
tristeza;ruptura
desagrado;aguas residuales
negativo;aguas residuales
desagrado;alcantarilla
desagrado;alcantarillado
negativo;alcantarillado
anticipacion;sexo
alegria;sexo
positivo;sexo
confianza;sexo
desagrado;desgastado
negativo;desgastado
desagrado;choza
negativo;choza
tristeza;choza
enfado;encadenar
anticipacion;encadenar
desagrado;encadenar
miedo;encadenar
negativo;encadenar
tristeza;encadenar
miedo;sombreado
negativo;sombreado
miedo;sacudida
negativo;sacudida
enfado;tembloroso
anticipacion;tembloroso
miedo;tembloroso
negativo;tembloroso
enfado;impostor
desagrado;impostor
negativo;impostor
negativo;ruinas
desagrado;vergüenza
miedo;vergüenza
negativo;vergüenza
tristeza;vergüenza
negativo;vergonzoso
tristeza;vergonzoso
desagrado;desvergonzado
negativo;desvergonzado
desagrado;llevar a la fuerza
miedo;llevar a la fuerza
negativo;llevar a la fuerza
miedo;caña
positivo;forma
positivo;bien proporcionado
anticipacion;compartir
alegria;compartir
positivo;compartir
confianza;compartir
negativo;tiburón
enfado;afilar
anticipacion;afilar
enfado;romper
miedo;romper
negativo;romper
tristeza;romper
sorpresa;romper
negativo;destrozado
tristeza;destrozado
negativo;cobertizo
enfado;cáscara
miedo;cáscara
negativo;cáscara
tristeza;cáscara
sorpresa;cáscara
positivo;abrigo
confianza;abrigo
negativo;estantería
positivo;pastor
confianza;pastor
confianza;alguacil
positivo;brillar
anticipacion;brillante
alegria;brillante
positivo;brillante
anticipacion;Embarcacion
miedo;naufragio
negativo;naufragio
tristeza;naufragio
enfado;mierda
desagrado;mierda
negativo;mierda
enfado;temblar
anticipacion;temblar
miedo;temblar
negativo;temblar
tristeza;temblar
enfado;conmoción
miedo;conmoción
negativo;conmoción
sorpresa;conmoción
sorpresa;espantosamente
enfado;pacotilla
desagrado;pacotilla
negativo;pacotilla
enfado;disparar
miedo;disparar
negativo;disparar
miedo;tirador
enfado;disparo
miedo;disparo
negativo;disparo
confianza;tendero
enfado;hurto
desagrado;hurto
negativo;hurto
anticipacion;compras
alegria;compras
positivo;compras
sorpresa;compras
confianza;compras
enfado;escasez
miedo;escasez
negativo;escasez
tristeza;escasez
negativo;defecto
anticipacion;dentro de poco
enfado;Disparo
miedo;Disparo
negativo;Disparo
tristeza;Disparo
sorpresa;Disparo
positivo;hombro
confianza;hombro
enfado;gritar
sorpresa;gritar
enfado;empujón
negativo;empujón
confianza;espectáculo
negativo;llamativo
miedo;metralla
positivo;perspicaz
enfado;grito
miedo;grito
negativo;grito
tristeza;grito
sorpresa;grito
enfado;estridente
miedo;estridente
negativo;estridente
sorpresa;estridente
miedo;encogimiento
negativo;encogimiento
tristeza;encogimiento
tristeza;sudario
negativo;encogido
miedo;estremecimiento
negativo;estremecimiento
enfado;rehuir
desagrado;rehuir
negativo;rehuir
tristeza;rehuir
confianza;hermano
desagrado;enfermo
negativo;enfermo
tristeza;enfermo
enfado;nauseabundo
desagrado;nauseabundo
miedo;nauseabundo
negativo;nauseabundo
tristeza;nauseabundo
desagrado;enfermizo
negativo;enfermizo
tristeza;enfermizo
desagrado;enfermedad
miedo;enfermedad
negativo;enfermedad
tristeza;enfermedad
confianza;firma
anticipacion;significar
positivo;seda
alegria;tonto
negativo;tonto
enfado;hervir a fuego lento
anticipacion;hervir a fuego lento
anticipacion;hirviendo a fuego lento
anticipacion;simplificar
alegria;simplificar
positivo;simplificar
sorpresa;simplificar
confianza;simplificar
enfado;pecado
desagrado;pecado
miedo;pecado
negativo;pecado
tristeza;pecado
positivo;sincero
confianza;sincero
positivo;sinceridad
enfado;pecaminoso
desagrado;pecaminoso
miedo;pecaminoso
negativo;pecaminoso
tristeza;pecaminoso
anticipacion;canta
alegria;canta
positivo;canta
tristeza;canta
confianza;canta
positivo;individualmente
sorpresa;particularmente
enfado;siniestro
desagrado;siniestro
miedo;siniestro
negativo;siniestro
enfado;pecador
desagrado;pecador
miedo;pecador
negativo;pecador
tristeza;pecador
desagrado;pecando
negativo;pecando
positivo;señor
confianza;señor
miedo;sirena
negativo;sirena
negativo;marica
enfado;hermandad
positivo;hermandad
tristeza;hermandad
sorpresa;hermandad
confianza;hermandad
enfado;chisporrotear
negativo;escéptico
negativo;incompleto
enfado;sesgada
anticipacion;sesgada
negativo;sesgada
enfado;patinar
miedo;patinar
negativo;patinar
tristeza;patinar
positivo;experto
positivo;hábil
confianza;hábil
negativo;omitir
enfado;escaramuza
negativo;escaramuza
positivo;cielo
negativo;flojo
negativo;escoria
enfado;golpe
miedo;golpe
negativo;golpe
sorpresa;golpe
enfado;calumnia
desagrado;calumnia
negativo;calumnia
negativo;difamatorio
enfado;bofetada
negativo;bofetada
sorpresa;bofetada
enfado;barra oblicua
positivo;pizarra
enfado;sacrificio
desagrado;sacrificio
miedo;sacrificio
negativo;sacrificio
tristeza;sacrificio
sorpresa;sacrificio
enfado;matadero
desagrado;matadero
miedo;matadero
negativo;matadero
tristeza;matadero
enfado;matanza
desagrado;matanza
miedo;matanza
negativo;matanza
tristeza;matanza
sorpresa;matanza
enfado;esclavo
miedo;esclavo
negativo;esclavo
tristeza;esclavo
enfado;esclavitud
desagrado;esclavitud
miedo;esclavitud
negativo;esclavitud
tristeza;esclavitud
enfado;matar
negativo;matar
enfado;asesino
desagrado;asesino
miedo;asesino
negativo;asesino
tristeza;asesino
sorpresa;asesino
positivo;pulcro
negativo;aguanieve
positivo;esbelto
positivo;Delgado
desagrado;limo
desagrado;baboso
negativo;baboso
negativo;escabullirse
negativo;resbalón
sorpresa;resbalón
desagrado;agua sucia
negativo;agua sucia
desagrado;descuidado
negativo;descuidado
desagrado;perezoso
negativo;perezoso
negativo;flexible
negativo;mudar
negativo;lentitud
desagrado;lodo
negativo;lodo
desagrado;babosa
negativo;babosa
negativo;lento
tristeza;lento
desagrado;barrio bajo
negativo;barrio bajo
negativo;depresión
tristeza;depresión
enfado;calumnia
desagrado;calumnia
negativo;calumnia
tristeza;calumnia
desagrado;fango
negativo;fango
sorpresa;fango
enfado;puta
desagrado;puta
negativo;puta
enfado;astuto
desagrado;astuto
miedo;astuto
negativo;astuto
enfado;tortazo
negativo;tortazo
negativo;pequeña
enfado;aplastar
miedo;aplastar
negativo;aplastar
negativo;colocado
negativo;noción
enfado;oler
desagrado;oler
negativo;oler
desagrado;oliendo
negativo;oliendo
alegria;sonreír
positivo;sonreír
sorpresa;sonreír
confianza;sonreír
alegria;sonriente
positivo;sonriente
negativo;sonrisa afectada
enfado;herir
miedo;herir
negativo;herir
tristeza;herir
confianza;Herrero
positivo;enamorado
negativo;fumador
positivo;suavidad
enfado;ahogar
negativo;ahogar
negativo;mancha
negativo;presumido
miedo;hacer contrabando
negativo;hacer contrabando
enfado;contrabandista
desagrado;contrabandista
miedo;contrabandista
negativo;contrabandista
negativo;contrabando
desagrado;tizón
miedo;tizón
negativo;tizón
negativo;engancharse
sorpresa;engancharse
negativo;inconvenientes
desagrado;serpiente
miedo;serpiente
negativo;serpiente
miedo;trampa
negativo;trampa
enfado;gruñido
desagrado;gruñido
negativo;gruñido
enfado;gruñendo
negativo;gruñendo
enfado;furtivo
miedo;furtivo
negativo;furtivo
sorpresa;furtivo
anticipacion;furtivo
miedo;furtivo
negativo;furtivo
confianza;furtivo
enfado;burla
desagrado;burla
negativo;burla
desagrado;estornudo
negativo;estornudo
sorpresa;estornudo
positivo;risa disimulada
negativo;sarcástico
negativo;snob
tristeza;bufido
negativo;Sumergir
negativo;sollozo
tristeza;sollozo
positivo;sobriedad
confianza;sobriedad
positivo;sociable
desagrado;socialismo
miedo;socialismo
enfado;socialista
desagrado;socialista
miedo;socialista
negativo;socialista
tristeza;socialista
desagrado;suelo
negativo;suelo
desagrado;manchado
negativo;manchado
positivo;consuelo
enfado;soldado
positivo;soldado
tristeza;soldado
positivo;sólido
confianza;solidaridad
positivo;solidez
confianza;solidez
positivo;solución
positivo;solvencia
negativo;somático
sorpresa;somático
negativo;sombrío
tristeza;sombrío
anticipacion;sonar
positivo;sonar
positivo;sonata
alegria;soneto
positivo;soneto
tristeza;soneto
alegria;sonoro
positivo;sonoro
desagrado;Hollín
negativo;Hollín
positivo;calmar
alegria;calmante
positivo;calmante
confianza;calmante
anticipacion;brujería
miedo;brujería
negativo;brujería
sorpresa;brujería
enfado;sórdido
desagrado;sórdido
miedo;sórdido
negativo;sórdido
tristeza;sórdido
enfado;dolorido
negativo;dolorido
tristeza;dolorido
negativo;dolorosamente
tristeza;dolorosamente
desagrado;dolor
negativo;dolor
tristeza;dolor
miedo;dolor
negativo;dolor
tristeza;dolor
negativo;triste
tristeza;triste
positivo;clasificador
miedo;salida
negativo;salida
desagrado;desalmado
miedo;desalmado
negativo;desalmado
tristeza;desalmado
miedo;alma gemela
negativo;alma gemela
anticipacion;solvencia
alegria;solvencia
positivo;solvencia
confianza;solvencia
positivo;sopa
desagrado;agrio
negativo;agrio
confianza;soberano
anticipacion;spa
alegria;spa
positivo;spa
sorpresa;spa
confianza;spa
positivo;espacioso
alegria;spaniel
positivo;spaniel
confianza;spaniel
enfado;azotar
miedo;azotar
negativo;azotar
tristeza;azotar
enfado;azotaina
anticipacion;brillar
alegria;brillar
positivo;brillar
sorpresa;brillar
miedo;espasmo
negativo;espasmo
enfado;escupió
negativo;escupió
enfado;lanza
anticipacion;lanza
miedo;lanza
negativo;lanza
alegria;especial
positivo;especial
confianza;especialista
confianza;especializarse
positivo;metálico
desagrado;Partícula
negativo;Partícula
negativo;espectáculo
positivo;espectáculo
anticipacion;espectacular
sorpresa;espectacular
miedo;espectro
negativo;espectro
tristeza;espectro
negativo;espectral
miedo;especulación
negativo;especulación
tristeza;especulación
anticipacion;especulativo
positivo;habla
positivo;rápido
positivo;ortografía
negativo;gastado
desagrado;arrojar
positivo;especia
desagrado;araña
miedo;araña
miedo;espiga
enfado;columna vertebral
negativo;columna vertebral
positivo;columna vertebral
miedo;solterona
negativo;solterona
tristeza;solterona
positivo;espíritu
anticipacion;espíritu
alegria;espíritu
positivo;espíritu
sorpresa;espíritu
desagrado;escupir
enfado;despecho
negativo;despecho
enfado;malévolo
negativo;malévolo
sorpresa;chapoteo
alegria;espléndido
positivo;espléndido
sorpresa;espléndido
anticipacion;esplendor
alegria;esplendor
positivo;esplendor
sorpresa;esplendor
negativo;astilla
negativo;división
negativo;terrible
tristeza;terrible
desagrado;mimar
negativo;mimar
negativo;revelación
tristeza;revelación
negativo;habló
confianza;portavoz
negativo;esponja
positivo;patrocinador
confianza;patrocinador
miedo;espectro
negativo;espectro
positivo;inmaculado
confianza;inmaculado
alegria;esposa
positivo;esposa
confianza;esposa
negativo;esguince
tristeza;esguince
negativo;juerga
miedo;duende
negativo;duende
positivo;abeto
miedo;estimular
desagrado;espurio
negativo;espurio
miedo;chubasco
negativo;chubasco
tristeza;chubasco
negativo;colono usurpador
desagrado;delicado
miedo;delicado
negativo;delicado
enfado;aplastar
desagrado;aplastar
negativo;aplastar
desagrado;retorcerse
negativo;retorcerse
enfado;puñalada
miedo;puñalada
negativo;puñalada
tristeza;puñalada
sorpresa;puñalada
positivo;estable
confianza;estable
positivo;staccato
sorpresa;tambalear
negativo;asombroso
negativo;estancado
tristeza;estancado
desagrado;manchar
negativo;manchar
positivo;inoxidable
negativo;duro
enfado;estancamiento
desagrado;estancamiento
miedo;tallo
negativo;tallo
desagrado;puesto
positivo;semental
positivo;leal
positivo;aguante
confianza;aguante
positivo;en pie
enfado;punto muerto
miedo;punto muerto
negativo;punto muerto
enfado;parada
negativo;parada
anticipacion;estrella
alegria;estrella
positivo;estrella
confianza;estrella
negativo;curioso
negativo;rígido
confianza;rígido
positivo;luz de las estrellas
anticipacion;estrellado
alegria;estrellado
positivo;estrellado
anticipacion;comienzo
miedo;asustar
negativo;asustar
sorpresa;asustar
sorpresa;alarmante
miedo;inanición
negativo;inanición
tristeza;inanición
negativo;famélico
negativo;muriendo de hambre
positivo;majestuoso
positivo;declaración
confianza;declaración
negativo;estacionario
confianza;estadístico
positivo;estatua
positivo;estado
positivo;firme
negativo;duela
positivo;firme
confianza;firme
sorpresa;estable
confianza;estable
enfado;robar
miedo;robar
negativo;robar
tristeza;robar
desagrado;robando
miedo;robando
negativo;robando
sorpresa;sigilo
sorpresa;a hurtadillas
anticipacion;cauteloso
miedo;cauteloso
negativo;cauteloso
sorpresa;cauteloso
positivo;estelar
negativo;estereotipo
negativo;esteriotipado
negativo;estéril
tristeza;estéril
negativo;esterilidad
enfado;libra esterlina
anticipacion;libra esterlina
alegria;libra esterlina
negativo;libra esterlina
positivo;libra esterlina
confianza;libra esterlina
negativo;popa
positivo;mayordomo
confianza;mayordomo
desagrado;pegajoso
negativo;rígido
negativo;rigidez
negativo;sofocar
enfado;sofocado
miedo;sofocado
negativo;sofocado
tristeza;sofocado
enfado;estigma
desagrado;estigma
miedo;estigma
negativo;estigma
tristeza;estigma
negativo;nacido muerto
tristeza;nacido muerto
miedo;quietud
positivo;quietud
tristeza;quietud
enfado;picadura
miedo;picadura
negativo;picadura
negativo;escozor
enfado;tacaño
desagrado;tacaño
miedo;tacaño
negativo;tacaño
tristeza;tacaño
desagrado;hedor
negativo;hedor
desagrado;maloliente
negativo;maloliente
miedo;escatimar
negativo;escatimar
tristeza;escatimar
negativo;cepo
enfado;robado
negativo;robado
desagrado;estómago
enfado;Roca
negativo;Roca
negativo;drogado
desagrado;heces
negativo;heces
negativo;paro
anticipacion;Tienda
positivo;Tienda
enfado;tormenta
negativo;tormenta
enfado;asalto
miedo;Tormentoso
negativo;Tormentoso
positivo;sencillo
confianza;sencillo
enfado;tenso
negativo;tenso
miedo;estrecheces
negativo;estrecheces
negativo;varado
miedo;desconocido
negativo;desconocido
enfado;estrangular
desagrado;estrangular
miedo;estrangular
negativo;estrangular
tristeza;estrangular
sorpresa;estrangular
positivo;estratégico
anticipacion;estratega
positivo;estratega
confianza;estratega
negativo;extraviado
positivo;fuerza
confianza;fuerza
positivo;fortalecer
alegria;fortalecimiento
positivo;fortalecimiento
confianza;fortalecimiento
negativo;estrés
miedo;camilla
tristeza;camilla
tristeza;afligido
enfado;lucha
negativo;lucha
enfado;Huelga
negativo;Huelga
positivo;sorprendentes
positivo;llamativamente
negativo;tira
tristeza;tira
negativo;raya
enfado;despojado
anticipacion;despojado
desagrado;despojado
miedo;despojado
negativo;despojado
tristeza;despojado
anticipacion;esforzarse
miedo;carrera
negativo;carrera
tristeza;carrera
positivo;fuertemente
confianza;estructural
positivo;estructura
confianza;estructura
enfado;dificil
miedo;dificil
negativo;dificil
tristeza;dificil
negativo;puntal
positivo;semental
positivo;estudiar
negativo;cargado
negativo;tropezón
miedo;aturdido
negativo;aturdido
sorpresa;aturdido
negativo;enano
negativo;estúpido
negativo;estupidez
negativo;estupor
positivo;robusto
desagrado;orzuelo
negativo;orzuelo
negativo;dominar
sorpresa;subito
negativo;tema
negativo;sometido
tristeza;sometido
negativo;sujeción
enfado;subyugación
desagrado;subyugación
miedo;subyugación
negativo;subyugación
tristeza;subyugación
alegria;sublimación
positivo;sublimación
anticipacion;enviar
miedo;subordinar
negativo;subordinar
negativo;citación
anticipacion;suscribir
negativo;hundimiento
tristeza;hundimiento
enfado;subvención
desagrado;subvención
negativo;subvención
negativo;subsistir
positivo;sustancia
confianza;justificar
positivo;sustantivo
negativo;sustraer
enfado;subversión
miedo;subversión
negativo;subversión
enfado;subversivo
negativo;subversivo
sorpresa;subversivo
desagrado;subvertir
miedo;subvertir
negativo;subvertir
tristeza;subvertir
anticipacion;tener éxito
alegria;tener éxito
positivo;tener éxito
sorpresa;tener éxito
confianza;tener éxito
anticipacion;subsiguiente
alegria;subsiguiente
positivo;subsiguiente
confianza;subsiguiente
anticipacion;éxito
alegria;éxito
positivo;éxito
anticipacion;exitoso
alegria;exitoso
positivo;exitoso
confianza;exitoso
positivo;sucinto
negativo;suculento
positivo;suculento
negativo;sucumbir
negativo;chupar
enfado;ventosa
negativo;ventosa
sorpresa;repentino
sorpresa;repentinamente
enfado;demandar
negativo;demandar
tristeza;demandar
negativo;sufrir
miedo;víctima
negativo;víctima
tristeza;víctima
desagrado;sufrimiento
miedo;sufrimiento
negativo;sufrimiento
tristeza;sufrimiento
positivo;suficiencia
desagrado;sofocante
miedo;sofocante
negativo;sofocante
tristeza;sofocante
enfado;asfixia
miedo;asfixia
negativo;asfixia
positivo;azúcar
confianza;sugerir
enfado;suicida
desagrado;suicida
miedo;suicida
negativo;suicida
tristeza;suicida
enfado;suicidio
miedo;suicidio
negativo;suicidio
tristeza;suicidio
positivo;adecuado
enfado;hosco
negativo;hosco
tristeza;hosco
miedo;sultán
positivo;bochornoso
negativo;citación
desagrado;sumidero
anticipacion;Dom
alegria;Dom
positivo;Dom
sorpresa;Dom
confianza;Dom
anticipacion;reloj de sol
confianza;reloj de sol
desagrado;hundido
miedo;hundido
negativo;hundido
tristeza;hundido
anticipacion;soleado
alegria;soleado
positivo;soleado
sorpresa;soleado
anticipacion;puesta de sol
positivo;puesta de sol
alegria;Brillo Solar
positivo;Brillo Solar
positivo;magnífico
negativo;superficial
negativo;superfluo
positivo;sobrehumano
positivo;superior
positivo;superioridad
alegria;superhombre
positivo;superhombre
confianza;superhombre
alegria;superestrella
positivo;superestrella
confianza;superestrella
miedo;superstición
negativo;superstición
positivo;superstición
anticipacion;supersticioso
miedo;supersticioso
negativo;supersticioso
positivo;súplica
confianza;súplica
positivo;suministros
positivo;suministro
positivo;soportado
alegria;seguidor
positivo;seguidor
confianza;seguidor
positivo;secundario
confianza;secundario
enfado;reprimir
miedo;reprimir
negativo;reprimir
tristeza;reprimir
enfado;supresión
desagrado;supresión
miedo;supresión
negativo;supresión
enfado;supremacía
anticipacion;supremacía
miedo;supremacía
alegria;supremacía
negativo;supremacía
positivo;supremacía
sorpresa;supremacía
confianza;supremacía
positivo;supremo
positivo;supremamente
enfado;recargo
negativo;recargo
positivo;garantía
confianza;garantía
sorpresa;oleada
miedo;cirugía
tristeza;cirugía
enfado;hosco
desagrado;hosco
negativo;hosco
positivo;conjetura
positivo;incomparable
miedo;sorpresa
alegria;sorpresa
positivo;sorpresa
sorpresa;sorpresa
sorpresa;sorprendido
sorpresa;sorprendente
anticipacion;asombrosamente
sorpresa;asombrosamente
miedo;Rendición
negativo;Rendición
tristeza;Rendición
negativo;rendirse
tristeza;rendirse
confianza;sustituto
anticipacion;rodear
negativo;rodear
positivo;rodear
miedo;vigilancia
positivo;agrimensura
positivo;sobrevivir
negativo;susceptible
miedo;sospechar
negativo;sospechar
anticipacion;suspenso
miedo;suspenso
sorpresa;suspenso
miedo;suspensión
negativo;suspensión
miedo;sospecha
negativo;sospecha
enfado;suspicaz
anticipacion;suspicaz
negativo;suspicaz
negativo;torunda
desagrado;pantano
miedo;pantano
negativo;pantano
desagrado;pantanoso
miedo;pantanoso
negativo;pantanoso
desagrado;enjambre
enfado;esvástica
miedo;esvástica
negativo;esvástica
positivo;jurar
confianza;jurar
miedo;sudor
anticipacion;dulce
alegria;dulce
positivo;dulce
sorpresa;dulce
confianza;dulce
anticipacion;novio
alegria;novio
positivo;novio
tristeza;novio
confianza;novio
positivo;cariño
positivo;dulzura
anticipacion;dulces
alegria;dulces
positivo;dulces
miedo;hinchazón
negativo;hinchazón
miedo;viraje
sorpresa;viraje
positivo;rápido
desagrado;trago
negativo;trago
anticipacion;nadar
miedo;nadar
alegria;nadar
positivo;nadar
desagrado;cerdo
negativo;cerdo
negativo;hinchado
positivo;simbólico
positivo;simétrico
alegria;simetría
positivo;simetría
confianza;simetría
miedo;simpático
alegria;simpático
positivo;simpático
tristeza;simpático
confianza;simpático
tristeza;compadecerse
positivo;simpatía
tristeza;simpatía
anticipacion;sinfonía
alegria;sinfonía
positivo;sinfonía
negativo;síntoma
anticipacion;sincronizar
alegria;sincronizar
positivo;sincronizar
sorpresa;sincronizar
confianza;sincronizar
miedo;síncope
negativo;síncope
tristeza;síncope
sorpresa;síncope
positivo;sinérgico
confianza;sinérgico
positivo;sínodo
confianza;sínodo
miedo;sinónimo
negativo;sinónimo
positivo;sinónimo
confianza;sinónimo
miedo;jeringuilla
confianza;sistema
desagrado;tabú
miedo;tabú
negativo;tabú
anticipacion;tabular
enfado;entrada
sorpresa;entrada
positivo;tacto
miedo;táctica
confianza;táctica
negativo;mancha
tristeza;mancha
positivo;cuento
positivo;talento
positivo;talismán
positivo;hablar
enfado;garras
miedo;garras
negativo;garras
confianza;tándem
negativo;enredado
positivo;bronceado
anticipacion;tentador
alegria;tentador
negativo;tentador
positivo;tentador
sorpresa;tentador
confianza;equivalente
negativo;tardanza
negativo;tardío
enfado;arancel
desagrado;arancel
negativo;arancel
desagrado;deslustre
negativo;deslustre
tristeza;deslustre
negativo;alquitranado
positivo;tarea
positivo;de buen gusto
desagrado;insípido
negativo;insípido
positivo;sabroso
confianza;enseñó
enfado;pulla
miedo;pulla
negativo;pulla
tristeza;pulla
desagrado;leonado
negativo;impuesto
tristeza;impuesto
alegria;enseñar
positivo;enseñar
sorpresa;enseñar
confianza;enseñar
positivo;profesor
confianza;profesor
confianza;equipo
desagrado;lloroso
miedo;lloroso
tristeza;lloroso
enfado;molestar
anticipacion;molestar
negativo;molestar
tristeza;molestar
enfado;burlas
miedo;burlas
negativo;burlas
positivo;tecnología
negativo;tedioso
negativo;tedio
desagrado;abarrotado
negativo;adolescentes
positivo;adolescentes
positivo;templanza
confianza;templado
positivo;templado
enfado;tempestad
anticipacion;tempestad
miedo;tempestad
negativo;tempestad
tristeza;tempestad
sorpresa;tempestad
negativo;tentación
positivo;sostenible
positivo;tenaz
positivo;tenacidad
positivo;tenencia
positivo;inquilino
alegria;oferta
positivo;oferta
confianza;oferta
alegria;sensibilidad
positivo;sensibilidad
negativo;vivienda
enfado;tensión
miedo;terminal
negativo;terminal
tristeza;terminal
tristeza;Terminar
negativo;terminación
tristeza;terminación
desagrado;termita
negativo;termita
enfado;terrible
desagrado;terrible
miedo;terrible
negativo;terrible
tristeza;terrible
tristeza;terriblemente
tristeza;estupendo
miedo;terror
negativo;terror
enfado;terrorismo
