Sentimientos;word
ira;susto
anticipacion;susto
miedo;susto
negativo;susto
sorpresa;susto
miedo;espantapájaros
negativo;espantapájaros
positivo;espantapájaros
negativo;carroñero
confianza;escéptico
negativo;esquema
ira;cisma
negativo;cisma
ira;esquizofrenia
desagrado;esquizofrenia
miedo;esquizofrenia
negativo;esquizofrenia
tristeza;esquizofrenia
positivo;erudito
alegría;beca
positivo;beca
confianza;colegio
negativo;ciática
positivo;científico
confianza;científico
anticipacion;científico
positivo;científico
confianza;científico
positivo;chispa
ira;burla
desagrado;burla
negativo;burla
ira;regaño
desagrado;regaño
miedo;regaño
negativo;regaño
tristeza;regaño
ira;regaño
negativo;regaño
ira;abrasador
negativo;abrasador
anticipacion;Puntuación
alegría;Puntuación
positivo;Puntuación
sorpresa;Puntuación
ira;desdén
negativo;desdén
ira;escorpión
desagrado;escorpión
miedo;escorpión
negativo;escorpión
sorpresa;escorpión
negativo;escocés
ira;sinvergüenza
desagrado;sinvergüenza
miedo;sinvergüenza
negativo;sinvergüenza
confianza;sinvergüenza
ira;azotar
miedo;azotar
negativo;azotar
tristeza;azotar
negativo;pelea
ira;scrapie
miedo;scrapie
negativo;scrapie
tristeza;scrapie
ira;gritar
desagrado;gritar
miedo;gritar
negativo;gritar
sorpresa;gritar
ira;gritando
desagrado;gritando
miedo;gritando
negativo;gritando
miedo;chillido
negativo;chillido
sorpresa;chillido
ira;atornillado
negativo;atornillado
positivo;escriba
negativo;pelea
sorpresa;pelea
positivo;guión
confianza;Sagrada Escritura
desagrado;fregar
negativo;fregar
positivo;de chuparse los dedos
anticipacion;escudriñar
negativo;escudriñar
negativo;escrutinio
positivo;escultura
desagrado;escoria
negativo;escoria
positivo;mar
positivo;sello
confianza;sello
confianza;focas
negativo;marchito
positivo;sazonado
negativo;secesión
negativo;aislado
tristeza;aislado
miedo;reclusión
negativo;reclusión
positivo;reclusión
negativo;segunda mano
sorpresa;secreto
confianza;secreto
confianza;secreto
positivo;secretaría
desagrado;secretar
desagrado;secreción
negativo;secreción
negativo;reservado
ira;sectario
miedo;sectario
negativo;sectario
anticipacion;secular
confianza;valores
ira;sedición
negativo;sedición
tristeza;sedición
negativo;seducir
negativo;seducción
anticipacion;seductor
anticipacion;buscar
ira;segregar
desagrado;segregar
negativo;segregar
tristeza;segregar
negativo;aislado
miedo;confiscar
negativo;confiscar
miedo;incautación
ira;egoísta
desagrado;egoísta
negativo;egoísta
negativo;egoísmo
confianza;senado
miedo;senil
negativo;senil
tristeza;senil
positivo;antigüedad
confianza;antigüedad
alegría;sensacional
positivo;sensacional
positivo;sentido
ira;sin sentido
desagrado;sin sentido
miedo;sin sentido
negativo;sin sentido
tristeza;sin sentido
sorpresa;sin sentido
positivo;sensibilidad
positivo;sesudamente
anticipacion;sensual
alegría;sensual
negativo;sensual
positivo;sensual
sorpresa;sensual
confianza;sensual
anticipacion;sensualidad
alegría;sensualidad
positivo;sensualidad
alegría;sensual
positivo;sensual
ira;frase
anticipacion;frase
desagrado;frase
miedo;frase
negativo;frase
tristeza;frase
positivo;sentimental
positivo;sentimentalismo
positivo;centinela
confianza;centinela
confianza;centinela
ira;separatista
desagrado;separatista
negativo;separatista
miedo;septicemia
negativo;septicemia
tristeza;septicemia
desagrado;séptico
negativo;séptico
anticipacion;continuación
negativo;secuestro
tristeza;secuestro
negativo;sereno
confianza;sereno
anticipacion;serenidad
alegría;serenidad
positivo;serenidad
confianza;serenidad
anticipacion;de serie
confianza;serie
miedo;gravedad
tristeza;gravedad
positivo;sermón
confianza;sermón
desagrado;serpiente
miedo;serpiente
negativo;serpiente
positivo;suero
negativo;servidor
confianza;servidor
negativo;servir
confianza;servir
desagrado;servil
miedo;servil
negativo;servil
tristeza;servil
negativo;servidumbre
negativo;retrasar
tristeza;retrasar
miedo;colono
positivo;colono
negativo;cortar
tristeza;ruptura
desagrado;aguas residuales
negativo;aguas residuales
desagrado;alcantarilla
desagrado;alcantarillado
negativo;alcantarillado
anticipacion;sexo
alegría;sexo
positivo;sexo
confianza;sexo
desagrado;desgastado
negativo;desgastado
desagrado;choza
negativo;choza
tristeza;choza
ira;encadenar
anticipacion;encadenar
desagrado;encadenar
miedo;encadenar
negativo;encadenar
tristeza;encadenar
miedo;sombreado
negativo;sombreado
miedo;sacudida
negativo;sacudida
ira;tembloroso
anticipacion;tembloroso
miedo;tembloroso
negativo;tembloroso
ira;impostor
desagrado;impostor
negativo;impostor
negativo;ruinas
desagrado;vergüenza
miedo;vergüenza
negativo;vergüenza
tristeza;vergüenza
negativo;vergonzoso
tristeza;vergonzoso
desagrado;desvergonzado
negativo;desvergonzado
desagrado;llevar a la fuerza
miedo;llevar a la fuerza
negativo;llevar a la fuerza
miedo;caña
positivo;forma
positivo;bien proporcionado
anticipacion;compartir
alegría;compartir
positivo;compartir
confianza;compartir
negativo;tiburón
ira;afilar
anticipacion;afilar
ira;romper
miedo;romper
negativo;romper
tristeza;romper
sorpresa;romper
negativo;destrozado
tristeza;destrozado
negativo;cobertizo
ira;cáscara
miedo;cáscara
negativo;cáscara
tristeza;cáscara
sorpresa;cáscara
positivo;abrigo
confianza;abrigo
negativo;estantería
positivo;pastor
confianza;pastor
confianza;alguacil
positivo;brillar
anticipacion;brillante
alegría;brillante
positivo;brillante
anticipacion;Embarcacion
miedo;naufragio
negativo;naufragio
tristeza;naufragio
ira;mierda
desagrado;mierda
negativo;mierda
ira;temblar
anticipacion;temblar
miedo;temblar
negativo;temblar
tristeza;temblar
ira;conmoción
miedo;conmoción
negativo;conmoción
sorpresa;conmoción
sorpresa;espantosamente
ira;pacotilla
desagrado;pacotilla
negativo;pacotilla
ira;disparar
miedo;disparar
negativo;disparar
miedo;tirador
ira;disparo
miedo;disparo
negativo;disparo
confianza;tendero
ira;hurto
desagrado;hurto
negativo;hurto
anticipacion;compras
alegría;compras
positivo;compras
sorpresa;compras
confianza;compras
ira;escasez
miedo;escasez
negativo;escasez
tristeza;escasez
negativo;defecto
anticipacion;dentro de poco
ira;Disparo
miedo;Disparo
negativo;Disparo
tristeza;Disparo
sorpresa;Disparo
positivo;hombro
confianza;hombro
ira;gritar
sorpresa;gritar
ira;empujón
negativo;empujón
confianza;espectáculo
negativo;llamativo
miedo;metralla
positivo;perspicaz
ira;grito
miedo;grito
negativo;grito
tristeza;grito
sorpresa;grito
ira;estridente
miedo;estridente
negativo;estridente
sorpresa;estridente
miedo;encogimiento
negativo;encogimiento
tristeza;encogimiento
tristeza;sudario
negativo;encogido
miedo;estremecimiento
negativo;estremecimiento
ira;rehuir
desagrado;rehuir
negativo;rehuir
tristeza;rehuir
confianza;hermano
desagrado;enfermo
negativo;enfermo
tristeza;enfermo
ira;nauseabundo
desagrado;nauseabundo
miedo;nauseabundo
negativo;nauseabundo
tristeza;nauseabundo
desagrado;enfermizo
negativo;enfermizo
tristeza;enfermizo
desagrado;enfermedad
miedo;enfermedad
negativo;enfermedad
tristeza;enfermedad
confianza;firma
anticipacion;significar
positivo;seda
alegría;tonto
negativo;tonto
ira;hervir a fuego lento
anticipacion;hervir a fuego lento
anticipacion;hirviendo a fuego lento
anticipacion;simplificar
alegría;simplificar
positivo;simplificar
sorpresa;simplificar
confianza;simplificar
ira;pecado
desagrado;pecado
miedo;pecado
negativo;pecado
tristeza;pecado
positivo;sincero
confianza;sincero
positivo;sinceridad
ira;pecaminoso
desagrado;pecaminoso
miedo;pecaminoso
negativo;pecaminoso
tristeza;pecaminoso
anticipacion;canta
alegría;canta
positivo;canta
tristeza;canta
confianza;canta
positivo;individualmente
sorpresa;particularmente
ira;siniestro
desagrado;siniestro
miedo;siniestro
negativo;siniestro
ira;pecador
desagrado;pecador
miedo;pecador
negativo;pecador
tristeza;pecador
desagrado;pecando
negativo;pecando
positivo;señor
confianza;señor
miedo;sirena
negativo;sirena
negativo;marica
ira;hermandad
positivo;hermandad
tristeza;hermandad
sorpresa;hermandad
confianza;hermandad
ira;chisporrotear
negativo;escéptico
negativo;incompleto
ira;sesgada
anticipacion;sesgada
negativo;sesgada
ira;patinar
miedo;patinar
negativo;patinar
tristeza;patinar
positivo;experto
positivo;hábil
confianza;hábil
negativo;omitir
ira;escaramuza
negativo;escaramuza
positivo;cielo
negativo;flojo
negativo;escoria
ira;golpe
miedo;golpe
negativo;golpe
sorpresa;golpe
ira;calumnia
desagrado;calumnia
negativo;calumnia
negativo;difamatorio
ira;bofetada
negativo;bofetada
sorpresa;bofetada
ira;barra oblicua
positivo;pizarra
ira;sacrificio
desagrado;sacrificio
miedo;sacrificio
negativo;sacrificio
tristeza;sacrificio
sorpresa;sacrificio
ira;matadero
desagrado;matadero
miedo;matadero
negativo;matadero
tristeza;matadero
ira;matanza
desagrado;matanza
miedo;matanza
negativo;matanza
tristeza;matanza
sorpresa;matanza
ira;esclavo
miedo;esclavo
negativo;esclavo
tristeza;esclavo
ira;esclavitud
desagrado;esclavitud
miedo;esclavitud
negativo;esclavitud
tristeza;esclavitud
ira;matar
negativo;matar
ira;asesino
desagrado;asesino
miedo;asesino
negativo;asesino
tristeza;asesino
sorpresa;asesino
positivo;pulcro
negativo;aguanieve
positivo;esbelto
positivo;Delgado
desagrado;limo
desagrado;baboso
negativo;baboso
negativo;escabullirse
negativo;resbalón
sorpresa;resbalón
desagrado;agua sucia
negativo;agua sucia
desagrado;descuidado
negativo;descuidado
desagrado;perezoso
negativo;perezoso
negativo;flexible
negativo;mudar
negativo;lentitud
desagrado;lodo
negativo;lodo
desagrado;babosa
negativo;babosa
negativo;lento
tristeza;lento
desagrado;barrio bajo
negativo;barrio bajo
negativo;depresión
tristeza;depresión
ira;calumnia
desagrado;calumnia
negativo;calumnia
tristeza;calumnia
desagrado;fango
negativo;fango
sorpresa;fango
ira;puta
desagrado;puta
negativo;puta
ira;astuto
desagrado;astuto
miedo;astuto
negativo;astuto
ira;tortazo
negativo;tortazo
negativo;pequeña
ira;aplastar
miedo;aplastar
negativo;aplastar
negativo;colocado
negativo;noción
ira;oler
desagrado;oler
negativo;oler
desagrado;oliendo
negativo;oliendo
alegría;sonreír
positivo;sonreír
sorpresa;sonreír
confianza;sonreír
alegría;sonriente
positivo;sonriente
negativo;sonrisa afectada
ira;herir
miedo;herir
negativo;herir
tristeza;herir
confianza;Herrero
positivo;enamorado
negativo;fumador
positivo;suavidad
ira;ahogar
negativo;ahogar
negativo;mancha
negativo;presumido
miedo;hacer contrabando
negativo;hacer contrabando
ira;contrabandista
desagrado;contrabandista
miedo;contrabandista
negativo;contrabandista
negativo;contrabando
desagrado;tizón
miedo;tizón
negativo;tizón
negativo;engancharse
sorpresa;engancharse
negativo;inconvenientes
desagrado;serpiente
miedo;serpiente
negativo;serpiente
miedo;trampa
negativo;trampa
ira;gruñido
desagrado;gruñido
negativo;gruñido
ira;gruñendo
negativo;gruñendo
ira;furtivo
miedo;furtivo
negativo;furtivo
sorpresa;furtivo
anticipacion;furtivo
miedo;furtivo
negativo;furtivo
confianza;furtivo
ira;burla
desagrado;burla
negativo;burla
desagrado;estornudo
negativo;estornudo
sorpresa;estornudo
positivo;risa disimulada
negativo;sarcástico
negativo;snob
tristeza;bufido
negativo;Sumergir
negativo;sollozo
tristeza;sollozo
positivo;sobriedad
confianza;sobriedad
positivo;sociable
desagrado;socialismo
miedo;socialismo
ira;socialista
desagrado;socialista
miedo;socialista
negativo;socialista
tristeza;socialista
desagrado;suelo
negativo;suelo
desagrado;manchado
negativo;manchado
positivo;consuelo
ira;soldado
positivo;soldado
tristeza;soldado
positivo;sólido
confianza;solidaridad
positivo;solidez
confianza;solidez
positivo;solución
positivo;solvencia
negativo;somático
sorpresa;somático
negativo;sombrío
tristeza;sombrío
anticipacion;sonar
positivo;sonar
positivo;sonata
alegría;soneto
positivo;soneto
tristeza;soneto
alegría;sonoro
positivo;sonoro
desagrado;Hollín
negativo;Hollín
positivo;calmar
alegría;calmante
positivo;calmante
confianza;calmante
anticipacion;brujería
miedo;brujería
negativo;brujería
sorpresa;brujería
ira;sórdido
desagrado;sórdido
miedo;sórdido
negativo;sórdido
tristeza;sórdido
ira;dolorido
negativo;dolorido
tristeza;dolorido
negativo;dolorosamente
tristeza;dolorosamente
desagrado;dolor
negativo;dolor
tristeza;dolor
miedo;dolor
negativo;dolor
tristeza;dolor
negativo;triste
tristeza;triste
positivo;clasificador
miedo;salida
negativo;salida
desagrado;desalmado
miedo;desalmado
negativo;desalmado
tristeza;desalmado
miedo;alma gemela
negativo;alma gemela
anticipacion;solvencia
alegría;solvencia
positivo;solvencia
confianza;solvencia
positivo;sopa
desagrado;agrio
negativo;agrio
confianza;soberano
anticipacion;spa
alegría;spa
positivo;spa
sorpresa;spa
confianza;spa
positivo;espacioso
alegría;spaniel
positivo;spaniel
confianza;spaniel
ira;azotar
miedo;azotar
negativo;azotar
tristeza;azotar
ira;azotaina
anticipacion;brillar
alegría;brillar
positivo;brillar
sorpresa;brillar
miedo;espasmo
negativo;espasmo
ira;escupió
negativo;escupió
ira;lanza
anticipacion;lanza
miedo;lanza
negativo;lanza
alegría;especial
positivo;especial
confianza;especialista
confianza;especializarse
positivo;metálico
desagrado;Partícula
negativo;Partícula
negativo;espectáculo
positivo;espectáculo
anticipacion;espectacular
sorpresa;espectacular
miedo;espectro
negativo;espectro
tristeza;espectro
negativo;espectral
miedo;especulación
negativo;especulación
tristeza;especulación
anticipacion;especulativo
positivo;habla
positivo;rápido
positivo;ortografía
negativo;gastado
desagrado;arrojar
positivo;especia
desagrado;araña
miedo;araña
miedo;espiga
ira;columna vertebral
negativo;columna vertebral
positivo;columna vertebral
miedo;solterona
negativo;solterona
tristeza;solterona
positivo;espíritu
anticipacion;espíritu
alegría;espíritu
positivo;espíritu
sorpresa;espíritu
desagrado;escupir
ira;despecho
negativo;despecho
ira;malévolo
negativo;malévolo
sorpresa;chapoteo
alegría;espléndido
positivo;espléndido
sorpresa;espléndido
anticipacion;esplendor
alegría;esplendor
positivo;esplendor
sorpresa;esplendor
negativo;astilla
negativo;división
negativo;terrible
tristeza;terrible
desagrado;mimar
negativo;mimar
negativo;revelación
tristeza;revelación
negativo;habló
confianza;portavoz
negativo;esponja
positivo;patrocinador
confianza;patrocinador
miedo;espectro
negativo;espectro
positivo;inmaculado
confianza;inmaculado
alegría;esposa
positivo;esposa
confianza;esposa
negativo;esguince
tristeza;esguince
negativo;juerga
miedo;duende
negativo;duende
positivo;abeto
miedo;estimular
desagrado;espurio
negativo;espurio
miedo;chubasco
negativo;chubasco
tristeza;chubasco
negativo;colono usurpador
desagrado;delicado
miedo;delicado
negativo;delicado
ira;aplastar
desagrado;aplastar
negativo;aplastar
desagrado;retorcerse
negativo;retorcerse
ira;puñalada
miedo;puñalada
negativo;puñalada
tristeza;puñalada
sorpresa;puñalada
positivo;estable
confianza;estable
positivo;staccato
sorpresa;tambalear
negativo;asombroso
negativo;estancado
tristeza;estancado
desagrado;manchar
negativo;manchar
positivo;inoxidable
negativo;duro
ira;estancamiento
desagrado;estancamiento
miedo;tallo
negativo;tallo
desagrado;puesto
positivo;semental
positivo;leal
positivo;aguante
confianza;aguante
positivo;en pie
ira;punto muerto
miedo;punto muerto
negativo;punto muerto
ira;parada
negativo;parada
anticipacion;estrella
alegría;estrella
positivo;estrella
confianza;estrella
negativo;curioso
negativo;rígido
confianza;rígido
positivo;luz de las estrellas
anticipacion;estrellado
alegría;estrellado
positivo;estrellado
anticipacion;comienzo
miedo;asustar
negativo;asustar
sorpresa;asustar
sorpresa;alarmante
miedo;inanición
negativo;inanición
tristeza;inanición
negativo;famélico
negativo;muriendo de hambre
positivo;majestuoso
positivo;declaración
confianza;declaración
negativo;estacionario
confianza;estadístico
positivo;estatua
positivo;estado
positivo;firme
negativo;duela
positivo;firme
confianza;firme
sorpresa;estable
confianza;estable
ira;robar
miedo;robar
negativo;robar
tristeza;robar
desagrado;robando
miedo;robando
negativo;robando
sorpresa;sigilo
sorpresa;a hurtadillas
anticipacion;cauteloso
miedo;cauteloso
negativo;cauteloso
sorpresa;cauteloso
positivo;estelar
negativo;estereotipo
negativo;esteriotipado
negativo;estéril
tristeza;estéril
negativo;esterilidad
ira;libra esterlina
anticipacion;libra esterlina
alegría;libra esterlina
negativo;libra esterlina
positivo;libra esterlina
confianza;libra esterlina
negativo;popa
positivo;mayordomo
confianza;mayordomo
desagrado;pegajoso
negativo;rígido
negativo;rigidez
negativo;sofocar
ira;sofocado
miedo;sofocado
negativo;sofocado
tristeza;sofocado
ira;estigma
desagrado;estigma
miedo;estigma
negativo;estigma
tristeza;estigma
negativo;nacido muerto
tristeza;nacido muerto
miedo;quietud
positivo;quietud
tristeza;quietud
ira;picadura
miedo;picadura
negativo;picadura
negativo;escozor
ira;tacaño
desagrado;tacaño
miedo;tacaño
negativo;tacaño
tristeza;tacaño
desagrado;hedor
negativo;hedor
desagrado;maloliente
negativo;maloliente
miedo;escatimar
negativo;escatimar
tristeza;escatimar
negativo;cepo
ira;robado
negativo;robado
desagrado;estómago
ira;Roca
negativo;Roca
negativo;drogado
desagrado;heces
negativo;heces
negativo;paro
anticipacion;Tienda
positivo;Tienda
ira;tormenta
negativo;tormenta
ira;asalto
miedo;Tormentoso
negativo;Tormentoso
positivo;sencillo
confianza;sencillo
ira;tenso
negativo;tenso
miedo;estrecheces
negativo;estrecheces
negativo;varado
miedo;desconocido
negativo;desconocido
ira;estrangular
desagrado;estrangular
miedo;estrangular
negativo;estrangular
tristeza;estrangular
sorpresa;estrangular
positivo;estratégico
anticipacion;estratega
positivo;estratega
confianza;estratega
negativo;extraviado
positivo;fuerza
confianza;fuerza
positivo;fortalecer
alegría;fortalecimiento
positivo;fortalecimiento
confianza;fortalecimiento
negativo;estrés
miedo;camilla
tristeza;camilla
tristeza;afligido
ira;lucha
negativo;lucha
ira;Huelga
negativo;Huelga
positivo;sorprendentes
positivo;llamativamente
negativo;tira
tristeza;tira
negativo;raya
ira;despojado
anticipacion;despojado
desagrado;despojado
miedo;despojado
negativo;despojado
tristeza;despojado
anticipacion;esforzarse
miedo;carrera
negativo;carrera
tristeza;carrera
positivo;fuertemente
confianza;estructural
positivo;estructura
confianza;estructura
ira;dificil
miedo;dificil
negativo;dificil
tristeza;dificil
negativo;puntal
positivo;semental
positivo;estudiar
negativo;cargado
negativo;tropezón
miedo;aturdido
negativo;aturdido
sorpresa;aturdido
negativo;enano
negativo;estúpido
negativo;estupidez
negativo;estupor
positivo;robusto
desagrado;orzuelo
negativo;orzuelo
negativo;dominar
sorpresa;subito
negativo;tema
negativo;sometido
tristeza;sometido
negativo;sujeción
ira;subyugación
desagrado;subyugación
miedo;subyugación
negativo;subyugación
tristeza;subyugación
alegría;sublimación
positivo;sublimación
anticipacion;enviar
miedo;subordinar
negativo;subordinar
negativo;citación
anticipacion;suscribir
negativo;hundimiento
tristeza;hundimiento
ira;subvención
desagrado;subvención
negativo;subvención
negativo;subsistir
positivo;sustancia
confianza;justificar
positivo;sustantivo
negativo;sustraer
ira;subversión
miedo;subversión
negativo;subversión
ira;subversivo
negativo;subversivo
sorpresa;subversivo
desagrado;subvertir
miedo;subvertir
negativo;subvertir
tristeza;subvertir
anticipacion;tener éxito
alegría;tener éxito
positivo;tener éxito
sorpresa;tener éxito
confianza;tener éxito
anticipacion;subsiguiente
alegría;subsiguiente
positivo;subsiguiente
confianza;subsiguiente
anticipacion;éxito
alegría;éxito
positivo;éxito
anticipacion;exitoso
alegría;exitoso
positivo;exitoso
confianza;exitoso
positivo;sucinto
negativo;suculento
positivo;suculento
negativo;sucumbir
negativo;chupar
ira;ventosa
negativo;ventosa
sorpresa;repentino
sorpresa;repentinamente
ira;demandar
negativo;demandar
tristeza;demandar
negativo;sufrir
miedo;víctima
negativo;víctima
tristeza;víctima
desagrado;sufrimiento
miedo;sufrimiento
negativo;sufrimiento
tristeza;sufrimiento
positivo;suficiencia
desagrado;sofocante
miedo;sofocante
negativo;sofocante
tristeza;sofocante
ira;asfixia
miedo;asfixia
negativo;asfixia
positivo;azúcar
confianza;sugerir
ira;suicida
desagrado;suicida
miedo;suicida
negativo;suicida
tristeza;suicida
ira;suicidio
miedo;suicidio
negativo;suicidio
tristeza;suicidio
positivo;adecuado
ira;hosco
negativo;hosco
tristeza;hosco
miedo;sultán
positivo;bochornoso
negativo;citación
desagrado;sumidero
anticipacion;Dom
alegría;Dom
positivo;Dom
sorpresa;Dom
confianza;Dom
anticipacion;reloj de sol
confianza;reloj de sol
desagrado;hundido
miedo;hundido
negativo;hundido
tristeza;hundido
anticipacion;soleado
alegría;soleado
positivo;soleado
sorpresa;soleado
anticipacion;puesta de sol
positivo;puesta de sol
alegría;Brillo Solar
positivo;Brillo Solar
positivo;magnífico
negativo;superficial
negativo;superfluo
positivo;sobrehumano
positivo;superior
positivo;superioridad
alegría;superhombre
positivo;superhombre
confianza;superhombre
alegría;superestrella
positivo;superestrella
confianza;superestrella
miedo;superstición
negativo;superstición
positivo;superstición
anticipacion;supersticioso
miedo;supersticioso
negativo;supersticioso
positivo;súplica
confianza;súplica
positivo;suministros
positivo;suministro
positivo;soportado
alegría;seguidor
positivo;seguidor
confianza;seguidor
positivo;secundario
confianza;secundario
ira;reprimir
miedo;reprimir
negativo;reprimir
tristeza;reprimir
ira;supresión
desagrado;supresión
miedo;supresión
negativo;supresión
ira;supremacía
anticipacion;supremacía
miedo;supremacía
alegría;supremacía
negativo;supremacía
positivo;supremacía
sorpresa;supremacía
confianza;supremacía
positivo;supremo
positivo;supremamente
ira;recargo
negativo;recargo
positivo;garantía
confianza;garantía
sorpresa;oleada
miedo;cirugía
tristeza;cirugía
ira;hosco
desagrado;hosco
negativo;hosco
positivo;conjetura
positivo;incomparable
miedo;sorpresa
alegría;sorpresa
positivo;sorpresa
sorpresa;sorpresa
sorpresa;sorprendido
sorpresa;sorprendente
anticipacion;asombrosamente
sorpresa;asombrosamente
miedo;Rendición
negativo;Rendición
tristeza;Rendición
negativo;rendirse
tristeza;rendirse
confianza;sustituto
anticipacion;rodear
negativo;rodear
positivo;rodear
miedo;vigilancia
positivo;agrimensura
positivo;sobrevivir
negativo;susceptible
miedo;sospechar
negativo;sospechar
anticipacion;suspenso
miedo;suspenso
sorpresa;suspenso
miedo;suspensión
negativo;suspensión
miedo;sospecha
negativo;sospecha
ira;suspicaz
anticipacion;suspicaz
negativo;suspicaz
negativo;torunda
desagrado;pantano
miedo;pantano
negativo;pantano
desagrado;pantanoso
miedo;pantanoso
negativo;pantanoso
desagrado;enjambre
ira;esvástica
miedo;esvástica
negativo;esvástica
positivo;jurar
confianza;jurar
miedo;sudor
anticipacion;dulce
alegría;dulce
positivo;dulce
sorpresa;dulce
confianza;dulce
anticipacion;novio
alegría;novio
positivo;novio
tristeza;novio
confianza;novio
positivo;cariño
positivo;dulzura
anticipacion;dulces
alegría;dulces
positivo;dulces
miedo;hinchazón
negativo;hinchazón
miedo;viraje
sorpresa;viraje
positivo;rápido
desagrado;trago
negativo;trago
anticipacion;nadar
miedo;nadar
alegría;nadar
positivo;nadar
desagrado;cerdo
negativo;cerdo
negativo;hinchado
positivo;simbólico
positivo;simétrico
alegría;simetría
positivo;simetría
confianza;simetría
miedo;simpático
alegría;simpático
positivo;simpático
tristeza;simpático
confianza;simpático
tristeza;compadecerse
positivo;simpatía
tristeza;simpatía
anticipacion;sinfonía
alegría;sinfonía
positivo;sinfonía
negativo;síntoma
anticipacion;sincronizar
alegría;sincronizar
positivo;sincronizar
sorpresa;sincronizar
confianza;sincronizar
miedo;síncope
negativo;síncope
tristeza;síncope
sorpresa;síncope
positivo;sinérgico
confianza;sinérgico
positivo;sínodo
confianza;sínodo
miedo;sinónimo
negativo;sinónimo
positivo;sinónimo
confianza;sinónimo
miedo;jeringuilla
confianza;sistema
desagrado;tabú
miedo;tabú
negativo;tabú
anticipacion;tabular
ira;entrada
sorpresa;entrada
positivo;tacto
miedo;táctica
confianza;táctica
negativo;mancha
tristeza;mancha
positivo;cuento
positivo;talento
positivo;talismán
positivo;hablar
ira;garras
miedo;garras
negativo;garras
confianza;tándem
negativo;enredado
positivo;bronceado
anticipacion;tentador
alegría;tentador
negativo;tentador
positivo;tentador
sorpresa;tentador
confianza;equivalente
negativo;tardanza
negativo;tardío
ira;arancel
desagrado;arancel
negativo;arancel
desagrado;deslustre
negativo;deslustre
tristeza;deslustre
negativo;alquitranado
positivo;tarea
positivo;de buen gusto
desagrado;insípido
negativo;insípido
positivo;sabroso
confianza;enseñó
ira;pulla
miedo;pulla
negativo;pulla
tristeza;pulla
desagrado;leonado
negativo;impuesto
tristeza;impuesto
alegría;enseñar
positivo;enseñar
sorpresa;enseñar
confianza;enseñar
positivo;profesor
confianza;profesor
confianza;equipo
desagrado;lloroso
miedo;lloroso
tristeza;lloroso
ira;molestar
anticipacion;molestar
negativo;molestar
tristeza;molestar
ira;burlas
miedo;burlas
negativo;burlas
positivo;tecnología
negativo;tedioso
negativo;tedio
desagrado;abarrotado
negativo;adolescentes
positivo;adolescentes
positivo;templanza
confianza;templado
positivo;templado
ira;tempestad
anticipacion;tempestad
miedo;tempestad
negativo;tempestad
tristeza;tempestad
sorpresa;tempestad
negativo;tentación
positivo;sostenible
positivo;tenaz
positivo;tenacidad
positivo;tenencia
positivo;inquilino
alegría;oferta
positivo;oferta
confianza;oferta
alegría;sensibilidad
positivo;sensibilidad
negativo;vivienda
ira;tensión
miedo;terminal
negativo;terminal
tristeza;terminal
tristeza;Terminar
negativo;terminación
tristeza;terminación
desagrado;termita
negativo;termita
ira;terrible
desagrado;terrible
miedo;terrible
negativo;terrible
tristeza;terrible
tristeza;terriblemente
tristeza;estupendo
miedo;terror
negativo;terror
ira;terrorismo
desagrado;terrorismo
miedo;terrorismo
negativo;terrorismo
tristeza;terrorismo
ira;terrorista
desagrado;terrorista
miedo;terrorista
negativo;terrorista
tristeza;terrorista
sorpresa;terrorista
ira;aterrorizar
miedo;aterrorizar
negativo;aterrorizar
tristeza;aterrorizar
anticipacion;testamento
confianza;testamento
confianza;testimonio
desagrado;tétanos
negativo;tétanos
negativo;atar
alegría;agradecido
positivo;agradecido
alegría;acción de gracias
positivo;acción de gracias
ira;robo
desagrado;robo
miedo;robo
negativo;robo
tristeza;robo
desagrado;teísmo
negativo;teísmo
ira;teocrático
miedo;teocrático
negativo;teocrático
tristeza;teocrático
confianza;teocrático
confianza;teológico
anticipacion;teología
confianza;teorema
positivo;teórico
anticipacion;teoría
confianza;teoría
alegría;terapéutico
positivo;terapéutico
confianza;terapéutico
positivo;terapéutica
anticipacion;par termoeléctrico
confianza;termómetro
ira;ladrón
desagrado;ladrón
miedo;ladrón
negativo;ladrón
tristeza;ladrón
sorpresa;ladrón
positivo;pensador
anticipacion;sed
tristeza;sed
sorpresa;sed
negativo;sediento
miedo;decimotercero
negativo;espina
miedo;espinoso
negativo;espinoso
positivo;pura sangre
anticipacion;pensamiento
positivo;pensativo
confianza;pensativo
positivo;consideración
ira;desconsiderado
desagrado;desconsiderado
negativo;desconsiderado
ira;movimiento de piernas
desagrado;movimiento de piernas
miedo;movimiento de piernas
negativo;movimiento de piernas
tristeza;movimiento de piernas
ira;amenaza
miedo;amenaza
negativo;amenaza
ira;amenazar
anticipacion;amenazar
miedo;amenazar
negativo;amenazar
ira;amenazante
desagrado;amenazante
miedo;amenazante
negativo;amenazante
ira;trillar
miedo;trillar
negativo;trillar
tristeza;trillar
desagrado;ahorro
positivo;ahorro
confianza;ahorro
anticipacion;emoción
miedo;emoción
alegría;emoción
positivo;emoción
sorpresa;emoción
anticipacion;emocionante
alegría;emocionante
positivo;emocionante
sorpresa;emocionante
anticipacion;próspero
alegría;próspero
positivo;próspero
miedo;palpitar
negativo;palpitar
tristeza;palpitar
positivo;trono
confianza;trono
ira;acelerador
negativo;acelerador
